test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,multi_func_error,single_func_error,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users
3503,125,13000000000,4,5,100,0.004,0.001,0.1,20000,75000,,,140.0,140.0,0.0,52.30769230769232,1.5384615384615385,294.7692307692308,280.0,14.76923076923077,89.84615384615387,3.076923076923077,2222.564102564103,2066.666666666667,155.8974358974359,-1581.538461538462,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,-56.410256410256466,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,-56.410256410256466,5.128205128205129
3504,150,13000000000,4,5,100,0.004,0.001,0.1,20000,75000,,,140.0,140.0,0.0,90.76923076923077,1.5384615384615385,294.7692307692308,280.0,14.76923076923077,166.76923076923077,3.076923076923077,2222.564102564103,2066.666666666667,155.8974358974359,-1453.3333333333337,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,71.79487179487171,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,71.79487179487171,5.128205128205129
3513,50,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,-46.97435897435896,1.0256410256410255,98.25641025641023,93.33333333333331,4.923076923076923,-46.97435897435896,1.0256410256410255,740.8547008547008,688.8888888888888,51.965811965811966,-655.3846153846154,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,-147.008547008547,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,-147.008547008547,1.7094017094017093
3515,100,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,4.307692307692321,1.0256410256410255,98.25641025641023,93.33333333333331,4.923076923076923,4.307692307692321,1.0256410256410255,740.8547008547008,688.8888888888888,51.965811965811966,-569.9145299145299,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,-61.53846153846152,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,-61.53846153846152,1.7094017094017093
3514,75,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,-21.333333333333314,1.0256410256410255,98.25641025641023,93.33333333333331,4.923076923076923,-21.333333333333314,1.0256410256410255,740.8547008547008,688.8888888888888,51.965811965811966,-612.6495726495726,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,-104.27350427350424,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,-104.27350427350424,1.7094017094017093
3516,125,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,29.94871794871797,1.0256410256410255,98.25641025641023,93.33333333333331,4.923076923076923,29.94871794871797,1.0256410256410255,740.8547008547008,688.8888888888888,51.965811965811966,-527.1794871794872,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,-18.803418803418793,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,-18.803418803418793,1.7094017094017093
3507,225,13000000000,4,5,100,0.004,0.001,0.1,20000,75000,,,140.0,140.0,0.0,206.1538461538462,1.5384615384615385,697.4358974358976,586.6666666666667,110.76923076923079,456.41025641025647,5.128205128205129,2222.564102564103,2066.666666666667,155.8974358974359,-1068.717948717949,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,456.41025641025647,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,456.41025641025647,5.128205128205129
3517,150,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,55.589743589743605,1.0256410256410255,98.25641025641023,93.33333333333331,4.923076923076923,55.589743589743605,1.0256410256410255,740.8547008547008,688.8888888888888,51.965811965811966,-484.4444444444444,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,23.93162393162396,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,23.93162393162396,1.7094017094017093
3518,175,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,81.23076923076924,1.0256410256410255,98.25641025641023,93.33333333333331,4.923076923076923,81.23076923076924,1.0256410256410255,740.8547008547008,688.8888888888888,51.965811965811966,-441.7094017094017,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,66.66666666666669,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,66.66666666666669,1.7094017094017093
3506,200,13000000000,4,5,100,0.004,0.001,0.1,20000,75000,,,140.0,140.0,0.0,167.69230769230774,1.5384615384615385,697.4358974358976,586.6666666666667,110.76923076923079,328.20512820512806,5.128205128205129,2222.564102564103,2066.666666666667,155.8974358974359,-1196.9230769230774,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,328.20512820512806,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,328.20512820512806,5.128205128205129
3519,200,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,106.87179487179488,1.0256410256410255,232.47863247863245,195.55555555555554,36.92307692307692,109.40170940170941,1.7094017094017093,740.8547008547008,688.8888888888888,51.965811965811966,-398.97435897435895,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,109.40170940170941,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,109.40170940170941,1.7094017094017093
3508,250,13000000000,4,5,100,0.004,0.001,0.1,20000,75000,,,140.0,140.0,0.0,244.61538461538464,1.5384615384615385,697.4358974358976,586.6666666666667,110.76923076923079,584.6153846153846,5.128205128205129,2222.564102564103,2066.666666666667,155.8974358974359,-940.5128205128208,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,584.6153846153846,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,584.6153846153846,5.128205128205129
3509,275,13000000000,4,5,100,0.004,0.001,0.1,20000,75000,,,140.0,140.0,0.0,283.0769230769231,1.5384615384615385,697.4358974358976,586.6666666666667,110.76923076923079,712.8205128205128,5.128205128205129,2222.564102564103,2066.666666666667,155.8974358974359,-812.3076923076926,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,712.8205128205128,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,712.8205128205128,5.128205128205129
3510,300,13000000000,4,5,100,0.004,0.001,0.1,20000,75000,,,140.0,140.0,0.0,321.53846153846155,1.5384615384615385,697.4358974358976,586.6666666666667,110.76923076923079,841.025641025641,5.128205128205129,2222.564102564103,2066.666666666667,155.8974358974359,-684.1025641025644,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,841.025641025641,5.128205128205129,697.4358974358976,586.6666666666667,110.76923076923079,841.025641025641,5.128205128205129
3521,250,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,158.1538461538462,1.0256410256410255,232.47863247863245,195.55555555555554,36.92307692307692,194.87179487179486,1.7094017094017093,740.8547008547008,688.8888888888888,51.965811965811966,-313.5042735042735,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,194.87179487179486,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,194.87179487179486,1.7094017094017093
3523,300,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,209.43589743589746,1.0256410256410255,232.47863247863245,195.55555555555554,36.92307692307692,280.34188034188037,1.7094017094017093,740.8547008547008,688.8888888888888,51.965811965811966,-228.034188034188,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,280.34188034188037,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,280.34188034188037,1.7094017094017093
3522,275,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,183.79487179487182,1.0256410256410255,232.47863247863245,195.55555555555554,36.92307692307692,237.60683760683764,1.7094017094017093,740.8547008547008,688.8888888888888,51.965811965811966,-270.7692307692307,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,237.60683760683764,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,237.60683760683764,1.7094017094017093
3520,225,13000000000,4,5,100,0.004,0.001,0.1,22000,20000,,,98.25641025641023,93.33333333333331,4.923076923076923,132.5128205128205,1.0256410256410255,232.47863247863245,195.55555555555554,36.92307692307692,152.13675213675214,1.7094017094017093,740.8547008547008,688.8888888888888,51.965811965811966,-356.2393162393162,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,152.13675213675214,1.7094017094017093,232.47863247863245,195.55555555555554,36.92307692307692,152.13675213675214,1.7094017094017093
3525,25,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,-76.53146853146853,1.118881118881119,104.5034965034965,101.81818181818183,2.685314685314686,-76.53146853146853,1.118881118881119,889.025641025641,826.6666666666666,62.358974358974365,-837.7435897435897,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-227.69230769230768,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-227.69230769230768,2.051282051282051
3528,100,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,7.384615384615387,1.118881118881119,104.5034965034965,101.81818181818183,2.685314685314686,7.384615384615387,1.118881118881119,889.025641025641,826.6666666666666,62.358974358974365,-683.8974358974359,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-73.84615384615384,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-73.84615384615384,2.051282051282051
3526,50,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,-48.55944055944056,1.118881118881119,104.5034965034965,101.81818181818183,2.685314685314686,-48.55944055944056,1.118881118881119,889.025641025641,826.6666666666666,62.358974358974365,-786.4615384615385,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-176.4102564102564,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-176.4102564102564,2.051282051282051
3529,125,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,35.35664335664336,1.118881118881119,117.90769230769232,112.0,5.907692307692308,35.93846153846155,1.2307692307692308,889.025641025641,826.6666666666666,62.358974358974365,-632.6153846153845,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-22.56410256410254,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-22.56410256410254,2.051282051282051
3527,75,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,-20.587412587412587,1.118881118881119,104.5034965034965,101.81818181818183,2.685314685314686,-20.587412587412587,1.118881118881119,889.025641025641,826.6666666666666,62.358974358974365,-735.1794871794872,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-125.12820512820511,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-125.12820512820511,2.051282051282051
3534,250,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,175.21678321678323,1.118881118881119,278.97435897435895,234.66666666666666,44.30769230769231,233.84615384615387,2.051282051282051,889.025641025641,826.6666666666666,62.358974358974365,-376.2051282051282,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,233.84615384615387,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,233.84615384615387,2.051282051282051
3530,150,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,63.328671328671334,1.118881118881119,117.90769230769232,112.0,5.907692307692308,66.7076923076923,1.2307692307692308,889.025641025641,826.6666666666666,62.358974358974365,-581.3333333333333,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,28.71794871794873,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,28.71794871794873,2.051282051282051
3531,175,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,91.3006993006993,1.118881118881119,117.90769230769232,112.0,5.907692307692308,97.47692307692307,1.2307692307692308,889.025641025641,826.6666666666666,62.358974358974365,-530.051282051282,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,80.0,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,80.0,2.051282051282051
3532,200,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,119.27272727272728,1.118881118881119,278.97435897435895,234.66666666666666,44.30769230769231,131.28205128205127,2.051282051282051,889.025641025641,826.6666666666666,62.358974358974365,-478.7692307692308,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,131.28205128205127,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,131.28205128205127,2.051282051282051
3535,275,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,203.18881118881123,1.118881118881119,278.97435897435895,234.66666666666666,44.30769230769231,285.12820512820514,2.051282051282051,889.025641025641,826.6666666666666,62.358974358974365,-324.9230769230769,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,285.12820512820514,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,285.12820512820514,2.051282051282051
3524,0,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,-104.5034965034965,1.118881118881119,104.5034965034965,101.81818181818183,2.685314685314686,-104.5034965034965,1.118881118881119,889.025641025641,826.6666666666666,62.358974358974365,-889.025641025641,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-278.97435897435895,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,-278.97435897435895,2.051282051282051
3533,225,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,147.24475524475525,1.118881118881119,278.97435897435895,234.66666666666666,44.30769230769231,182.56410256410254,2.051282051282051,889.025641025641,826.6666666666666,62.358974358974365,-427.4871794871795,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,182.56410256410254,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,182.56410256410254,2.051282051282051
3536,300,13000000000,4,5,100,0.004,0.001,0.1,22000,24000,,,104.5034965034965,101.81818181818183,2.685314685314686,231.16083916083917,1.118881118881119,278.97435897435895,234.66666666666666,44.30769230769231,336.4102564102564,2.051282051282051,889.025641025641,826.6666666666666,62.358974358974365,-273.64102564102564,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,336.4102564102564,2.051282051282051,278.97435897435895,234.66666666666666,44.30769230769231,336.4102564102564,2.051282051282051
3537,0,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,-107.3076923076923,1.1538461538461537,107.3076923076923,105.0,2.3076923076923075,-107.3076923076923,1.1538461538461537,1333.5384615384614,1240.0,93.53846153846155,-1333.5384615384614,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-418.46153846153845,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-418.46153846153845,3.076923076923077
3540,75,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,-20.769230769230774,1.1538461538461537,107.3076923076923,105.0,2.3076923076923075,-20.769230769230774,1.1538461538461537,1333.5384615384614,1240.0,93.53846153846155,-1102.7692307692307,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-187.69230769230768,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-187.69230769230768,3.076923076923077
3538,25,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,-78.46153846153847,1.1538461538461537,107.3076923076923,105.0,2.3076923076923075,-78.46153846153847,1.1538461538461537,1333.5384615384614,1240.0,93.53846153846155,-1256.6153846153845,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-341.53846153846155,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-341.53846153846155,3.076923076923077
3539,50,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,-49.61538461538462,1.1538461538461537,107.3076923076923,105.0,2.3076923076923075,-49.61538461538462,1.1538461538461537,1333.5384615384614,1240.0,93.53846153846155,-1179.6923076923076,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-264.6153846153846,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-264.6153846153846,3.076923076923077
3541,100,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,8.076923076923066,1.1538461538461537,156.75524475524477,152.72727272727275,4.027972027972028,11.076923076923066,1.6783216783216783,1333.5384615384614,1240.0,93.53846153846155,-1025.8461538461538,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-110.76923076923072,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-110.76923076923072,3.076923076923077
3542,125,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,36.92307692307692,1.1538461538461537,176.86153846153846,168.0,8.861538461538462,53.907692307692315,1.8461538461538463,1333.5384615384614,1240.0,93.53846153846155,-948.9230769230768,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-33.84615384615381,3.076923076923077,418.46153846153845,352.0,66.46153846153847,-33.84615384615381,3.076923076923077
3543,150,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,65.76923076923076,1.1538461538461537,176.86153846153846,168.0,8.861538461538462,100.0615384615385,1.8461538461538463,1333.5384615384614,1240.0,93.53846153846155,-871.9999999999999,3.076923076923077,418.46153846153845,352.0,66.46153846153847,43.076923076923094,3.076923076923077,418.46153846153845,352.0,66.46153846153847,43.076923076923094,3.076923076923077
3544,175,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,94.6153846153846,1.1538461538461537,176.86153846153846,168.0,8.861538461538462,146.21538461538464,1.8461538461538463,1333.5384615384614,1240.0,93.53846153846155,-795.076923076923,3.076923076923077,418.46153846153845,352.0,66.46153846153847,120.0,3.076923076923077,418.46153846153845,352.0,66.46153846153847,120.0,3.076923076923077
3545,200,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,123.46153846153844,1.1538461538461537,418.46153846153845,352.0,66.46153846153847,196.92307692307702,3.076923076923077,1333.5384615384614,1240.0,93.53846153846155,-718.153846153846,3.076923076923077,418.46153846153845,352.0,66.46153846153847,196.92307692307702,3.076923076923077,418.46153846153845,352.0,66.46153846153847,196.92307692307702,3.076923076923077
3547,250,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,181.15384615384613,1.1538461538461537,418.46153846153845,352.0,66.46153846153847,350.76923076923083,3.076923076923077,1333.5384615384614,1240.0,93.53846153846155,-564.3076923076922,3.076923076923077,418.46153846153845,352.0,66.46153846153847,350.76923076923083,3.076923076923077,418.46153846153845,352.0,66.46153846153847,350.76923076923083,3.076923076923077
3546,225,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,152.30769230769226,1.1538461538461537,418.46153846153845,352.0,66.46153846153847,273.8461538461539,3.076923076923077,1333.5384615384614,1240.0,93.53846153846155,-641.230769230769,3.076923076923077,418.46153846153845,352.0,66.46153846153847,273.8461538461539,3.076923076923077,418.46153846153845,352.0,66.46153846153847,273.8461538461539,3.076923076923077
3549,300,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,238.8461538461538,1.1538461538461537,418.46153846153845,352.0,66.46153846153847,504.61538461538464,3.076923076923077,1333.5384615384614,1240.0,93.53846153846155,-410.46153846153834,3.076923076923077,418.46153846153845,352.0,66.46153846153847,504.61538461538464,3.076923076923077,418.46153846153845,352.0,66.46153846153847,504.61538461538464,3.076923076923077
3548,275,13000000000,4,5,100,0.004,0.001,0.1,22000,36000,,,107.3076923076923,105.0,2.3076923076923075,209.99999999999994,1.1538461538461537,418.46153846153845,352.0,66.46153846153847,427.69230769230774,3.076923076923077,1333.5384615384614,1240.0,93.53846153846155,-487.38461538461524,3.076923076923077,418.46153846153845,352.0,66.46153846153847,427.69230769230774,3.076923076923077,418.46153846153845,352.0,66.46153846153847,427.69230769230774,3.076923076923077
3550,0,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,-93.33333333333333,1.0256410256410255,93.33333333333333,93.33333333333333,0.0,-93.33333333333333,1.0256410256410255,1481.7094017094016,1377.7777777777776,103.93162393162393,-1481.7094017094016,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-464.9572649572649,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-464.9572649572649,3.4188034188034186
3553,75,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,-16.41025641025641,1.0256410256410255,93.33333333333333,93.33333333333333,0.0,-16.41025641025641,1.0256410256410255,1481.7094017094016,1377.7777777777776,103.93162393162393,-1225.2991452991453,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-208.5470085470085,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-208.5470085470085,3.4188034188034186
3555,125,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,34.871794871794876,1.0256410256410255,196.51282051282047,186.66666666666663,9.846153846153847,59.89743589743594,2.051282051282051,1481.7094017094016,1377.7777777777776,103.93162393162393,-1054.3589743589744,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-37.60683760683759,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-37.60683760683759,3.4188034188034186
3554,100,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,9.230769230769226,1.0256410256410255,174.17249417249417,169.6969696969697,4.475524475524476,12.307692307692292,1.8648018648018647,1481.7094017094016,1377.7777777777776,103.93162393162393,-1139.8290598290598,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-123.07692307692304,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-123.07692307692304,3.4188034188034186
3556,150,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,60.51282051282051,1.0256410256410255,196.51282051282047,186.66666666666663,9.846153846153847,111.17948717948721,2.051282051282051,1481.7094017094016,1377.7777777777776,103.93162393162393,-968.8888888888888,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,47.86324786324792,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,47.86324786324792,3.4188034188034186
3551,25,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,-67.6923076923077,1.0256410256410255,93.33333333333333,93.33333333333333,0.0,-67.6923076923077,1.0256410256410255,1481.7094017094016,1377.7777777777776,103.93162393162393,-1396.2393162393162,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-379.48717948717945,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-379.48717948717945,3.4188034188034186
3557,175,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,86.15384615384615,1.0256410256410255,196.51282051282047,186.66666666666663,9.846153846153847,162.46153846153848,2.051282051282051,1481.7094017094016,1377.7777777777776,103.93162393162393,-883.4188034188033,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,133.33333333333337,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,133.33333333333337,3.4188034188034186
3552,50,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,-42.05128205128205,1.0256410256410255,93.33333333333333,93.33333333333333,0.0,-42.05128205128205,1.0256410256410255,1481.7094017094016,1377.7777777777776,103.93162393162393,-1310.7692307692307,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-294.017094017094,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,-294.017094017094,3.4188034188034186
3558,200,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,111.79487179487178,1.0256410256410255,464.9572649572649,391.1111111111111,73.84615384615384,218.80341880341882,3.4188034188034186,1481.7094017094016,1377.7777777777776,103.93162393162393,-797.9487179487179,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,218.80341880341882,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,218.80341880341882,3.4188034188034186
3559,225,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,137.4358974358974,1.0256410256410255,464.9572649572649,391.1111111111111,73.84615384615384,304.2735042735043,3.4188034188034186,1481.7094017094016,1377.7777777777776,103.93162393162393,-712.4786324786324,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,304.2735042735043,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,304.2735042735043,3.4188034188034186
3560,250,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,163.0769230769231,1.0256410256410255,464.9572649572649,391.1111111111111,73.84615384615384,389.7435897435897,3.4188034188034186,1481.7094017094016,1377.7777777777776,103.93162393162393,-627.008547008547,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,389.7435897435897,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,389.7435897435897,3.4188034188034186
3561,275,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,188.71794871794873,1.0256410256410255,464.9572649572649,391.1111111111111,73.84615384615384,475.2136752136753,3.4188034188034186,1481.7094017094016,1377.7777777777776,103.93162393162393,-541.5384615384614,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,475.2136752136753,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,475.2136752136753,3.4188034188034186
3562,300,13000000000,4,5,100,0.004,0.001,0.1,22000,40000,,,93.33333333333333,93.33333333333333,0.0,214.35897435897436,1.0256410256410255,464.9572649572649,391.1111111111111,73.84615384615384,560.6837606837607,3.4188034188034186,1481.7094017094016,1377.7777777777776,103.93162393162393,-456.068376068376,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,560.6837606837607,3.4188034188034186,464.9572649572649,391.1111111111111,73.84615384615384,560.6837606837607,3.4188034188034186
3564,25,13000000000,4,5,100,0.004,0.001,0.1,22000,45000,,,105.0,105.0,0.0,-76.15384615384616,1.1538461538461537,105.0,105.0,0.0,-76.15384615384616,1.1538461538461537,1666.923076923077,1550.0,116.92307692307693,-1570.7692307692307,3.8461538461538463,523.0769230769231,440.0,83.07692307692308,-426.9230769230769,3.8461538461538463,523.0769230769231,440.0,83.07692307692308,-426.9230769230769,3.8461538461538463
